code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_fr	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
5420051400799	https://fr.openfoodfacts.org/produit/5420051400799	openfoodfacts-contributors	1466587909	1550066724	Chocolat Noir 75% Nicaragua		100 g	carton,tablette,métal	carton,tablette,metal	Ethiquable	ethiquable	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats noirs extra fin	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:extra-fine-black-chocolates	Nicaragua	nicaragua			Commerce équitable, Bio, Bio européen, Fairtrade International, IT-BIO-014, Agriculture non UE, AB Agriculture Biologique          	en:fair-trade,en:organic,en:eu-organic,en:fairtrade-international,en:it-bio-014,en:non-eu-agriculture,fr:ab-agriculture-biologique							Belgique, France	Pâte de cacao du Nicaragua 66 %, sucre de canne, beurre de cacao.			Fruits à coque,Lait,Gluten	en:gluten,en:milk,en:nuts				0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:extra-fine-black-chocolates	https://static.openfoodfacts.org/images/products/542/005/140/0799/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/542/005/140/0799/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/542/005/140/0799/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/542/005/140/0799/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/542/005/140/0799/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/542/005/140/0799/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/542/005/140/0799/nutrition_fr.14.400.jpg	https://static.openfoodfacts.org/images/products/542/005/140/0799/nutrition_fr.14.200.jpg	2481		45.1	27																																			32.4	24.4									9.7	9.5				0	0																																								75				17	17							
1234520300336	https://fr.openfoodfacts.org/produit/1234520300336	kiliweb	1493296247	1550066578	Chocolat Noir		30 g			Exki	exki	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates					Organic, BE-BIO-01	en:organic,en:eu-organic,en:be-bio-01							France	pâte de cacao' (66%). sucre de cannc?. boume dc cacao? Tcneur mtnimum en cacao Produits Issus de INGREDIÉNTEN: cacaomassa? (660kj. tietsu:ke:?. vanille ? Minimum Productcn afkomstig uit ae Conttôle CERIISYS 666!001 ALLERGENES/ALLERGENEN: Peut contenit des traces de ?f:uits de tait. de gluten de soja et d&lt;?ut, Kan spoten van sthaal\tuchten. melk. scia en gluten bevattens				en:milk				0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/123/452/030/0336/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0336/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0336/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0336/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0336/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0336/ingredients_fr.7.200.jpg			2393		43	25																																			31	26									11	8				0.01	0.00393700787401575																																								74				17	17							
1234520300329	https://fr.openfoodfacts.org/produit/1234520300329	kiliweb	1506597141	1550066576	Chocolat noir Citron-Gingembre, 30 g					EXKI	exki	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats noirs au gingembre, Chocolats au citron, Chocolats noirs au citron	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,fr:chocolats-noirs-au-gingembre,fr:chocolats-au-citron,fr:chocolats-noirs-au-citron					Organic, BE-BIO-01	en:organic,en:eu-organic,en:be-bio-01							France	pâte de cacao* (66%), sucre de canne*, beurre de cacao*, citron* (2.5%), gingembre* (1 %), vanille*. Teneur minimum en cacao : 74%, Produits issus de l'agriculture biologique								0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	fr:chocolats-noirs-au-citron	https://static.openfoodfacts.org/images/products/123/452/030/0329/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0329/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0329/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0329/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0329/ingredients_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0329/ingredients_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0329/nutrition_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0329/nutrition_fr.9.200.jpg	2364		42	33																																		0	33	26									12	8				0.1	0.0393700787401575																																								74				17	17							
1234520300312	https://fr.openfoodfacts.org/produit/1234520300312	kiliweb	1503673452	1550066575	Chocolat noir amandes salées					Exki	exki	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats aux amandes, Chocolats noirs aux amandes	en:snacks,en:sweet-snacks,en:chocolates,en:chocolates-with-almonds,en:dark-chocolates,en:dark-chocolates-with-almonds					Organic, BE-BIO-01	en:organic,en:eu-organic,en:be-bio-01							France	pâte de cacao (66%), sucre de canne*, beure de cacao* (8%), amandes salees* (4%) (amandes* , soja* blé*. sel), poudre de vanille*. Teneur minimum en cacao : 74%.		en:nuts						0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:dark-chocolates-with-almonds	https://static.openfoodfacts.org/images/products/123/452/030/0312/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0312/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0312/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0312/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0312/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/123/452/030/0312/ingredients_fr.7.200.jpg			2393		44	25																																			31	25									11	9				0.0499999999999999	0.0196850393700787																																								74				17	17							
5400101260962	https://fr.openfoodfacts.org/produit/5400101260962	kiliweb	1506534388	1550066489	Chocolat fondant					Carrefour Bio,Carrefour	carrefour-bio,carrefour	Snacks, Snacks sucrés, Chocolats	en:snacks,en:sweet-snacks,en:chocolates					Fair trade, Organic, EU Organic, Fairtrade International, fr:AB Agriculture Biologique      , BE-BIO-02	en:fair-trade,en:organic,en:eu-organic,en:be-bio-02,en:fairtrade-international,fr:ab-agriculture-biologique						Carrefour	France	Pâte de cacao*, sucre de canne*, cacao maigre en poudre*, émulsifiant : lécithine de _soja_. *Ingrédients issus de l'agriculture biologique et Fairtrade.	soja	en:soybeans						1	en:e322,en:e322i	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:chocolates	https://static.openfoodfacts.org/images/products/540/010/126/0962/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/540/010/126/0962/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/540/010/126/0962/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/540/010/126/0962/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/540/010/126/0962/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/540/010/126/0962/ingredients_fr.7.200.jpg			2255		39	25																																			31	27									14	8.6				0.02	0.0078740157480315																																								70.2				16	16							
3700214614266	https://fr.openfoodfacts.org/produit/3700214614266	pamputt	1414518776	1550066164	Pérou 90%	Chocolat noir du Pérou à 90 % de cacao minimum	100 g	Cartonnage,Aluminium	cartonnage,aluminium	Alter Eco	alter-eco	Snacks, Snacks sucrés, Confiseries, Chocolats, Chocolats noirs, Chocolats noirs extra fin	en:snacks,en:sweet-snacks,en:confectioneries,en:chocolates,en:dark-chocolates,en:extra-fine-black-chocolates	Pérou,Coopérative Acopagro	perou,cooperative-acopagro	Suisse	suisse	Fair trade, Organic, EU Organic, FSC, Max Havelaar, Carbon footprint, CH-BIO-006, Fairtrade International, FSC Mix, Non-EU Agriculture, fr:Max Havelaar France, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint      , FR-BIO-01	en:fair-trade,en:organic,en:eu-organic,en:fsc,en:max-havelaar,en:carbon-footprint,en:ch-bio-006,en:fairtrade-international,en:fr-bio-01,en:fsc-mix,en:non-eu-agriculture,fr:max-havelaar-france,en:carbon-footprint					France	Auchan,Leclerc,Magasins U	France	Cacao 90% (Pâte de cacao du Pérou, beurre de cacao), sucre de canne, gousses de vanille.			en:milk,en:nuts,en:soybeans	en:milk,en:nuts,en:soybeans	100g	100		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:extra-fine-black-chocolates	https://static.openfoodfacts.org/images/products/370/021/461/4266/front_fr.36.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/4266/front_fr.36.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/4266/front_fr.36.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/4266/front_fr.36.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/4266/ingredients_fr.31.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/4266/ingredients_fr.31.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/4266/nutrition_fr.32.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/4266/nutrition_fr.32.200.jpg	2745		58	35																																			19	8.8									13	8.1				0	0																																								90		197		14	14							
3700214611548	https://fr.openfoodfacts.org/produit/3700214611548	miles67off	1380920565	1550066163	Pérou 85%	Chocolat noir	100 g	Etui,Carton,Feuille,Aluminium	etui,carton,feuille,aluminium	Alter Eco	alter-eco	Snacks, Snacks sucrés, Confiseries, Chocolats, Chocolats noirs, Chocolats noirs extra fin	en:snacks,en:sweet-snacks,en:confectioneries,en:chocolates,en:dark-chocolates,en:extra-fine-black-chocolates	agriculture non UE,Pérou	agriculture-non-ue,perou	Suisse	suisse	Fair trade, Organic, EU Organic, FSC, Max Havelaar, Carbon footprint, CH-BIO-006, FSC-C010395, FSC Mix, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint    , FR-BIO-01	en:fair-trade,en:organic,en:eu-organic,en:fsc,en:max-havelaar,en:carbon-footprint,en:ch-bio-006,en:fr-bio-01,en:fsc-c010395,en:fsc-mix,en:carbon-footprint					France	Carrefour,Auchan,Magasins U	Belgique, France, Suisse	pâte de cacao (Pérou), beurre de cacao, sucre de canne.  100% des ingrédients agricoles sont issus de l'agriculture biologique. Ingrédients issus de commerce équitable certifiés Fairtrade / Max Havelaar : sucre et cacao (100% du poids total).			en:gluten,en:milk,en:nuts,en:soybeans	en:gluten,en:milk,en:nuts,en:soybeans	1 plaque de 100g	100		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:extra-fine-black-chocolates	https://static.openfoodfacts.org/images/products/370/021/461/1548/front_fr.55.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/1548/front_fr.55.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/1548/front_fr.55.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/1548/front_fr.55.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/1548/ingredients_fr.56.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/1548/ingredients_fr.56.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/1548/nutrition_fr.57.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/1548/nutrition_fr.57.200.jpg	2665		54	33																																			24	14									12	7.8				0	0																																								85		178		15	15							
3700214617441	https://fr.openfoodfacts.org/produit/3700214617441	openfoodfacts-contributors	1475149060	1550066162	Équateur 70%		100 g			Alter Eco	alter-eco	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates					Organic, EU Organic, FR-BIO-01  , CH-BIO-006	en:organic,en:eu-organic,en:ch-bio-006,en:fr-bio-01							France																	d		Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/370/021/461/7441/front_fr.23.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7441/front_fr.23.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7441/front_fr.23.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7441/front_fr.23.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7441/ingredients_fr.18.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7441/ingredients_fr.18.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7441/nutrition_fr.24.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7441/nutrition_fr.24.200.jpg	2414		43	26																																			37	29									10	6.7				0	0																																												18	18							
3700214613108	https://fr.openfoodfacts.org/produit/3700214613108	openfoodfacts-contributors	1442444275	1550066160	Noir fèves de cacao	Chocolat noir	100 g	Carton,Aluminium	carton,aluminium	Alter eco	alter-eco	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats noirs aux fèves de cacao	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:dark-chocolates-with-cocoa-nibs	Pérou	perou	Suisse	suisse	Fair trade, Organic, EU Organic, Carbon footprint, Fairtrade International, fr:AB Agriculture Biologique, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint      , CH-BIO-006	en:fair-trade,en:organic,en:eu-organic,en:carbon-footprint,en:ch-bio-006,en:fairtrade-international,fr:ab-agriculture-biologique,en:carbon-footprint					France		France	pate de cacao (Pérou), sucre de canne, beurre de cacao, éclats de fèves dc cacao (8%), matière grasse de lait, gousse de vanille. Cacao: 63%minirnum. 100% des ingrédients agricoles sont issus de l'agriculture biologique. Ingrédients issus du commerce équitable certifiés Fairtrade / Max Havelaar : cacao, sucre et vanille (98,2 % du poids total).			Gluten,Fruits à coque,Soja	en:gluten,en:nuts,en:soybeans				0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates-with-cocoa-nibs	https://static.openfoodfacts.org/images/products/370/021/461/3108/front_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/3108/front_fr.15.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/3108/front_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/3108/front_fr.15.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/3108/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/3108/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/3108/nutrition_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/3108/nutrition_fr.13.200.jpg	2337		41.3	25.2																																			50	35.8									10	5.5				0	0																																								63		170		18	18							
3700214616970	https://fr.openfoodfacts.org/produit/3700214616970	tacite	1453552297	1550066160	Togo 95%	Chocolat noir	90 g	Carton,aluminium	carton,aluminium	Alter Eco	alter-eco	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats noirs extra fin	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:extra-fine-black-chocolates	Togo,Coopérative Scoops Procab	togo,cooperative-scoops-procab	Suisse	suisse	Fair trade, Organic, EU Organic, FSC, Max Havelaar, Carbon footprint, CH-BIO-006, Fairtrade International, FSC-C010395, FSC Mix      , FR-BIO-01	en:fair-trade,en:organic,en:eu-organic,en:fsc,en:max-havelaar,en:carbon-footprint,en:ch-bio-006,en:fairtrade-international,en:fr-bio-01,en:fsc-c010395,en:fsc-mix					France,Carvin,Montargis	Leclerc,Géant,Magasins U	France	Pâte de cacao (Togo), beurre de cacao, sucre de canne, gousse de vanille. Cacao : 95 % minimum. 100 % des ingrédients agricoles sont issus de l'agriculture biologique.			en:milk,en:nuts,en:soybeans	en:milk,en:nuts,en:soybeans				0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:extra-fine-black-chocolates	https://static.openfoodfacts.org/images/products/370/021/461/6970/front_fr.33.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6970/front_fr.33.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6970/front_fr.33.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6970/front_fr.33.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6970/ingredients_fr.14.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6970/ingredients_fr.14.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6970/nutrition_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6970/nutrition_fr.15.200.jpg	2711		60	36																																			11	3.9									14	8.9				0	0																																				0								13	13							
3700214616994	https://fr.openfoodfacts.org/produit/3700214616994	tacite	1445866134	1550066152	République Dominicaine 80%	Chocolat noir	100 g	Carton,étui	carton,etui	Alter Eco	alter-eco	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates	République Dominicaine	republique-dominicaine	Suisse	suisse	Fair trade, Organic, EU Organic, FSC, Max Havelaar, CH-BIO-006, FSC-C010395, FSC Mix, Non-EU Agriculture, fr:AB Agriculture Biologique      , FR-BIO-01	en:fair-trade,en:organic,en:eu-organic,en:fsc,en:max-havelaar,en:ch-bio-006,en:fr-bio-01,en:fsc-c010395,en:fsc-mix,en:non-eu-agriculture,fr:ab-agriculture-biologique					Flers-en-Escrebieux,France,Blois	Carrefour,Leclerc, Magasins U	France	Pâte de cacao (République Dominicaine), sucre de canne, beurre de cacao, gousse de vanille. Cacao:80% minimum.			Gluten,Lait,Fruits à coque,Soja	en:gluten,en:milk,en:nuts,en:soybeans				0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/370/021/461/6994/front_fr.17.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6994/front_fr.17.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6994/front_fr.17.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6994/front_fr.17.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6994/ingredients_fr.18.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6994/ingredients_fr.18.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6994/nutrition_fr.20.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/6994/nutrition_fr.20.200.jpg	2531		50	31																																			23	19									16	7.8				0	0																																								80				16	16							
3700214617434	https://fr.openfoodfacts.org/produit/3700214617434	openfoodfacts-contributors	1463069779	1550066149	Alter eco 90% Pérou	Chocolat noir	100 g	Carton	carton	Alter Eco	alter-eco	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates	Pérou	perou	Suisse	suisse	Fair trade, Organic, EU Organic, FSC, Max Havelaar, Carbon footprint, CH-BIO-006, Fairtrade International, FSC-C010395, Green Dot, Non-EU Agriculture, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint, Carbon footprint      , FR-BIO-01	en:fair-trade,en:organic,en:eu-organic,en:fsc,en:max-havelaar,en:carbon-footprint,en:ch-bio-006,en:fairtrade-international,en:fr-bio-01,en:fsc-c010395,en:green-dot,en:non-eu-agriculture,en:carbon-footprint					France,Montargis	Géant	France	pâte de cacao (Pérou), beurre de cacao, sucre de canne, gousse de vanille. Cacao : 90% minimum. 100 % des ingrédients agricoles sont issus de l'agriculture biologique. Ingrédients issus du commerce équitable certifiés Fairtrade / Max Havelaar : sucre, cacao et vanille (100% du poids total).			en:gluten,en:milk,en:nuts,en:soybeans	en:gluten,en:milk,en:nuts,en:soybeans				0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/370/021/461/7434/front_fr.26.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7434/front_fr.26.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7434/front_fr.26.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7434/front_fr.26.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7434/ingredients_fr.25.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7434/ingredients_fr.25.200.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7434/nutrition_fr.17.400.jpg	https://static.openfoodfacts.org/images/products/370/021/461/7434/nutrition_fr.17.200.jpg	2745		58	35																																			19	8.8									13	8.1				0	0																																								90		197		14	14							
